,TrapFactor,Station,Date,Latitude,Longitude,weekNumber,Tmax,Tmin,Tavg,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,DewPoint,Sunrise,Sunset,SevendaymedianTmp,ThreedaymedianTmp,SevendaymedianMinTmp,ThreedaymedianMinTmp,RelHumidity,V1_detailed,WnvPresent_detailed,RESTUANS_detailed,PIPENS_detailed,PIPIENS-RESTUANS_detailed,TERRITANS_detailed,SALINARIUS_detailed,ERRATICUS_detailed,TARSALIS_detailed
696,T027,2,8/7/2007,41.984809000000006,-87.728492,32,92,73,83,0.06,29.11,29.74,6.3,24,8.8,73,451,1904,80,81,73,73,71.89951546063524,12,0,0,1,1,0,0,0,0
697,T027,2,8/8/2013,41.984809000000006,-87.728492,31,79,69,74,0.0,29.33,29.96,10.5,5,10.8,55,452,1903,73,73,63,62,51.50253858578976,61,1,0,1,1,0,0,0,0
698,T027,2,9/1/2011,41.984809000000006,-87.728492,35,94,74,84,0.0,29.26,29.89,5.8,21,6.3,70,517,1827,79,84,71,76,62.887328235813854,12,1,1,0,1,1,0,0,0
699,T027,2,9/12/2007,41.984809000000006,-87.728492,37,66,46,56,0.0,29.46,30.11,1.9,5,6.0,43,528,1809,56,64,46,50,61.61093846002645,1,0,0,1,0,0,0,0,0
700,T027,2,9/12/2011,41.984809000000006,-87.728492,37,86,64,75,0.0,29.24,29.9,9.2,23,9.3,59,528,1809,54,67,48,58,57.533389096468824,42,0,1,0,1,0,0,0,0
701,T027,2,9/12/2013,41.984809000000006,-87.728492,36,83,63,73,0.06,29.34,29.97,6.8,34,9.8,58,528,1809,60,61,54,54,59.36035569550202,24,2,0,1,1,0,0,0,0
702,T027,2,9/16/2011,41.984809000000006,-87.728492,37,59,48,54,0.0,29.65,30.33,2.6,13,3.7,38,532,1760,61,59,54,50,54.58319207123542,2,0,1,0,1,0,0,0,0
703,T027,2,9/18/2007,41.984809000000006,-87.728492,38,89,66,78,0.0,29.41,30.05,12.5,19,12.8,57,535,1756,76,76,65,66,48.47256086202582,8,0,0,1,1,0,0,0,0
704,T027,2,9/19/2013,41.984809000000006,-87.728492,37,84,70,77,0.0,29.21,29.87,7.8,16,10.0,66,536,1755,60,68,52,59,68.8762683364799,18,0,0,1,1,0,0,0,0
705,T027,2,9/23/2011,41.984809000000006,-87.728492,38,62,48,55,0.02,29.38,30.05,4.1,36,6.4,46,540,1748,57,57,51,51,71.61961725473621,8,0,0,0,1,1,0,0,0
706,T027,2,9/24/2007,41.984809000000006,-87.728492,39,91,71,81,0.0,29.34,29.98,10.0,19,10.5,62,541,1746,63,75,55,67,52.50833622360448,4,0,0,1,1,1,0,0,0
707,T027,2,9/26/2013,41.984809000000006,-87.728492,38,75,55,65,0.0,29.4,30.04,4.1,9,4.6,52,543,1742,69,67,55,55,62.76833126674746,5,0,0,1,0,0,0,0,0
708,T027,2,9/30/2011,41.984809000000006,-87.728492,39,58,47,53,0.17,29.37,30.0,15.4,34,16.3,42,547,1735,53,50,44,44,66.13832421692287,1,0,0,0,1,0,0,0,0
709,T027,2,9/4/2007,41.984809000000006,-87.728492,36,90,67,79,0.0,29.34,29.99,2.2,24,5.0,59,520,1822,78,79,71,67,50.39386827036606,2,0,0,0,1,0,0,0,0
710,T027,2,9/6/2013,41.984809000000006,-87.728492,35,85,62,74,0.0,29.44,30.11,4.3,17,6.0,55,522,1819,77,77,68,65,51.50253858578976,22,1,0,1,1,0,0,0,0
711,T028,2,10/4/2007,41.986921,-87.689778,40,83,56,70,0.0,29.39,30.03,4.6,17,5.9,56,552,1729,77,73,68,62,61.1421746910109,11,0,0,1,1,0,0,0,0
712,T028,2,5/28/2009,41.986921,-87.689778,21,64,55,60,0.0,29.11,29.75,6.8,29,8.3,51,421,1916,62,62,50,55,72.137331284171,1,0,0,0,1,0,0,0,0
713,T028,2,6/10/2011,41.986921,-87.689778,23,71,51,61,0.44,29.26,29.92,6.1,1,7.5,56,416,1926,59,59,52,52,83.60281986999829,1,0,0,0,1,0,0,0,0
714,T028,2,6/12/2009,41.986921,-87.689778,23,72,50,61,0.0,29.3,29.95,5.0,6,6.7,49,416,1927,64,61,54,54,64.63310849589597,40,0,1,1,1,0,0,0,0
715,T028,2,6/14/2013,41.986921,-87.689778,23,76,57,67,0.0,29.4,30.04,6.0,5,7.8,50,416,1928,74,69,61,58,54.3838618372742,32,0,1,0,1,0,0,0,0
716,T028,2,6/17/2011,41.986921,-87.689778,24,82,64,73,0.0,29.18,29.81,5.3,7,6.2,60,416,1929,73,73,64,63,63.75884189409329,9,0,1,0,0,0,0,0,0
717,T028,2,6/19/2009,41.986921,-87.689778,24,88,66,77,0.87,29.03,29.68,6.3,18,10.5,68,416,1930,79,78,69,68,73.8025121880607,8,0,1,0,1,0,0,0,0
718,T028,2,6/2/2009,41.986921,-87.689778,22,61,50,56,0.06,29.42,30.07,8.3,3,9.2,47,419,1920,56,54,47,47,71.72422019136161,10,0,1,0,1,0,0,0,0
719,T028,2,6/21/2013,41.986921,-87.689778,24,85,70,78,0.11,29.39,30.04,7.6,19,9.6,63,416,1930,77,77,68,70,60.01107855818599,3,0,1,0,0,0,0,0,0
720,T028,2,6/24/2011,41.986921,-87.689778,25,68,60,64,0.0,29.13,29.76,8.5,29,8.7,55,417,1931,70,69,61,60,72.54211374670008,34,0,1,0,1,0,0,0,0
721,T028,2,6/26/2007,41.986921,-87.689778,26,91,73,82,0.0,29.45,30.09,7.3,21,8.1,69,418,1931,67,81,61,71,64.83182192304785,10,0,1,0,1,0,0,0,0
722,T028,2,6/26/2009,41.986921,-87.689778,25,86,72,79,0.0,29.2,29.83,6.4,4,8.0,61,418,1931,76,79,66,67,54.11135105682001,26,0,1,0,1,0,0,0,0
723,T028,2,6/27/2013,41.986921,-87.689778,25,91,66,79,0.59,29.08,29.71,6.1,29,6.8,65,418,1931,70,76,64,67,62.2760878775776,4,0,1,0,1,0,0,0,0
724,T028,2,6/29/2007,41.986921,-87.689778,26,71,56,64,0.0,29.47,30.11,7.4,2,8.2,56,419,1931,67,67,56,56,75.22266484350234,3,0,1,0,1,0,0,0,0
725,T028,2,6/30/2011,41.986921,-87.689778,26,89,66,78,0.03,29.34,29.99,9.2,16,10.6,61,419,1931,80,80,70,70,55.92225541850748,2,0,1,0,0,0,0,0,0
726,T028,2,6/5/2007,41.986921,-87.689778,23,63,51,57,0.27,29.16,29.78,6.2,3,8.1,47,417,1923,69,58,57,48,69.17919044473983,2,0,1,0,0,0,0,0,0
727,T028,2,6/5/2009,41.986921,-87.689778,22,80,47,64,0.0,29.23,29.91,6.3,25,7.2,43,417,1923,64,61,52,51,46.34538974472218,3,0,1,0,1,0,0,0,0
728,T028,2,6/7/2013,41.986921,-87.689778,22,68,54,61,0.0,29.26,29.92,8.8,2,9.2,44,417,1924,68,62,55,50,53.51689345100418,4,0,1,0,0,0,0,0,0
729,T028,2,7/10/2009,41.986921,-87.689778,27,84,67,76,0.12,29.41,30.04,3.6,21,4.6,65,425,1929,72,76,63,67,68.76831510279386,19,0,1,1,1,0,0,0,0
730,T028,2,7/11/2007,41.986921,-87.689778,28,77,63,70,0.0,29.28,29.92,9.1,30,11.2,51,426,1928,70,70,61,61,50.916423485910975,3,0,1,0,1,0,0,0,0
731,T028,2,7/11/2011,41.986921,-87.689778,28,90,70,80,0.13,29.18,29.81,5.3,24,8.0,70,426,1928,74,80,66,70,71.6029668387688,1,0,1,0,0,0,0,0,0
732,T028,2,7/12/2013,41.986921,-87.689778,27,82,60,71,0.0,29.44,30.09,4.1,8,5.4,54,427,1928,80,73,71,62,54.95084226417701,62,0,1,0,1,0,0,0,0
733,T028,2,7/15/2011,41.986921,-87.689778,28,86,71,79,0.0,29.33,29.96,6.2,10,6.8,60,429,1926,82,80,74,71,52.22353196842017,1,0,1,0,0,0,0,0,0
734,T028,2,7/17/2009,41.986921,-87.689778,28,70,58,64,0.0,29.21,29.86,10.1,29,10.4,52,431,1925,66,65,58,58,64.99819801604751,39,0,1,1,1,0,0,0,0
735,T028,2,7/18/2007,41.986921,-87.689778,29,85,69,77,0.92,29.18,29.83,10.3,24,10.6,69,432,1924,68,73,62,63,76.37954483234944,4,0,1,1,0,0,0,0,0
736,T028,2,7/19/2013,41.986921,-87.689778,28,97,75,86,0.0,29.17,29.82,13.4,24,13.9,69,433,1923,80,80,72,72,57.000683314065704,26,0,1,0,1,0,0,0,0
737,T028,2,7/2/2007,41.986921,-87.689778,27,77,58,68,0.0,29.55,30.21,7.4,12,8.5,50,420,1931,76,72,67,60,52.54132558106588,7,0,1,1,1,0,0,0,0
738,T028,2,7/24/2009,41.986921,-87.689778,29,83,62,73,0.19,29.14,29.82,8.7,23,9.6,60,437,1919,74,74,64,66,63.75884189409329,56,0,1,1,1,0,0,0,0
739,T028,2,7/25/2011,41.986921,-87.689778,30,90,73,82,0.01,29.25,29.89,2.1,35,6.1,67,438,1918,80,79,72,72,60.52200223913138,3,0,1,0,0,0,0,0,0
740,T028,2,7/25/2013,41.986921,-87.689778,29,81,58,70,0.0,29.39,30.05,2.7,23,3.9,52,438,1918,63,70,57,62,52.83156593782089,8,0,1,0,1,0,0,0,0
741,T028,2,7/27/2007,41.986921,-87.689778,30,83,70,77,0.04,29.16,29.8,1.2,36,8.1,67,440,1917,76,75,66,70,71.30206812410943,3,0,1,0,1,0,0,0,0
742,T028,2,7/31/2009,41.986921,-87.689778,30,82,62,72,0.0,29.29,29.92,5.9,27,6.7,55,444,1913,69,69,62,62,55.091227971046706,10,0,1,0,1,0,0,0,0
743,T028,2,7/6/2009,41.986921,-87.689778,27,85,63,74,0.0,29.2,29.84,4.2,30,5.5,54,423,1930,69,71,62,63,49.659407487470894,21,0,1,0,1,0,0,0,0
744,T028,2,7/8/2013,41.986921,-87.689778,27,87,71,79,0.84,29.31,29.95,10.0,22,10.5,70,424,1929,77,79,66,73,73.98921543414879,36,0,1,0,0,0,0,0,0
745,T028,2,8/1/2007,41.986921,-87.689778,31,91,69,80,0.0,29.34,29.98,2.1,13,3.7,63,445,1911,80,81,69,70,56.19500657655519,6,0,0,1,1,0,0,0,0
746,T028,2,8/1/2013,41.986921,-87.689778,30,82,61,72,0.0,29.29,29.95,6.2,29,7.1,54,445,1911,73,73,62,62,53.11966776632261,67,0,1,1,1,0,0,0,0
747,T028,2,8/13/2009,41.986921,-87.689778,32,86,63,75,0.0,29.44,30.09,2.0,16,4.0,55,457,1856,78,76,67,63,49.80730647655911,2,0,0,0,1,0,0,0,0
748,T028,2,8/15/2007,41.986921,-87.689778,33,81,72,77,0.83,29.23,29.87,4.9,6,7.1,69,459,1854,71,72,65,67,76.37954483234944,10,0,0,1,1,0,0,0,0
749,T028,2,8/15/2013,41.986921,-87.689778,32,74,57,66,0.0,29.47,30.13,4.5,22,5.0,50,459,1854,70,69,58,57,56.29924377769591,139,2,1,1,1,0,0,0,0
750,T028,2,8/19/2011,41.986921,-87.689778,33,86,67,77,0.0,29.23,29.87,4.7,13,5.8,62,503,1848,73,74,66,67,59.88201402804045,4,1,0,0,1,0,0,0,0
751,T028,2,8/21/2007,41.986921,-87.689778,34,85,69,77,0.01,29.26,29.89,3.5,17,6.0,70,505,1845,78,80,69,69,79.0351509846267,6,0,1,1,0,0,0,0,0
752,T028,2,8/22/2013,41.986921,-87.689778,33,78,67,73,0.36,29.42,30.05,2.5,24,7.0,66,506,1843,73,73,64,64,78.72123950619469,14,2,0,1,1,0,0,0,0
753,T028,2,8/24/2007,41.986921,-87.689778,34,81,69,75,0.2,29.16,29.81,5.5,25,7.3,67,509,1840,71,72,63,65,76.20658896526173,3,0,0,0,0,0,1,0,0
754,T028,2,8/25/2009,41.986921,-87.689778,34,82,61,72,0.0,29.39,30.04,8.3,21,8.6,61,510,1839,66,68,61,62,68.33135540319206,3,0,1,0,1,0,0,0,0
755,T028,2,8/26/2011,41.986921,-87.689778,34,83,61,72,0.0,29.32,29.97,1.2,20,3.4,58,511,1837,70,73,61,64,61.397964442270506,1,0,0,0,1,0,0,0,0
756,T028,2,8/29/2013,41.986921,-87.689778,34,87,69,78,0.0,29.36,30.0,4.2,10,4.6,65,514,1832,76,82,69,69,64.3602354171191,22,1,1,1,1,0,0,0,0
757,T028,2,8/5/2011,41.986921,-87.689778,31,84,70,77,0.0,29.26,29.91,5.2,7,6.0,68,449,1907,77,79,70,72,73.8025121880607,4,0,0,0,1,0,0,0,0
758,T028,2,8/7/2007,41.986921,-87.689778,32,92,73,83,0.06,29.11,29.74,6.3,24,8.8,73,451,1904,80,81,73,73,71.89951546063524,6,0,0,1,1,0,0,0,0
759,T028,2,8/7/2009,41.986921,-87.689778,31,74,67,71,0.23,29.41,30.08,6.4,15,7.2,59,451,1904,79,79,70,68,65.83068248854447,6,0,1,0,1,0,0,0,0
760,T028,2,8/8/2013,41.986921,-87.689778,31,79,69,74,0.0,29.33,29.96,10.5,5,10.8,55,452,1903,73,73,63,62,51.50253858578976,55,0,0,1,1,0,0,0,0
761,T028,2,9/12/2011,41.986921,-87.689778,37,86,64,75,0.0,29.24,29.9,9.2,23,9.3,59,528,1809,54,67,48,58,57.533389096468824,5,0,0,0,1,0,0,0,0
762,T028,2,9/12/2013,41.986921,-87.689778,36,83,63,73,0.06,29.34,29.97,6.8,34,9.8,58,528,1809,60,61,54,54,59.36035569550202,82,1,1,1,1,0,0,0,0
763,T028,2,9/14/2009,41.986921,-87.689778,37,84,59,72,0.0,29.4,30.05,1.1,13,2.7,56,530,1805,67,73,59,63,57.126939972459,5,0,1,0,1,0,0,0,0
764,T028,2,9/16/2011,41.986921,-87.689778,37,59,48,54,0.0,29.65,30.33,2.6,13,3.7,38,532,1760,61,59,54,50,54.58319207123542,10,0,0,1,1,0,0,0,0
765,T028,2,9/17/2009,41.986921,-87.689778,37,71,54,63,0.0,29.51,30.17,4.5,8,5.4,51,533,1758,65,65,54,52,64.87706300814675,2,0,0,0,1,0,0,0,0
766,T028,2,9/18/2007,41.986921,-87.689778,38,89,66,78,0.0,29.41,30.05,12.5,19,12.8,57,535,1756,76,76,65,66,48.47256086202582,22,0,1,1,1,0,0,0,0
767,T028,2,9/19/2013,41.986921,-87.689778,37,84,70,77,0.0,29.21,29.87,7.8,16,10.0,66,536,1755,60,68,52,59,68.8762683364799,14,0,0,0,1,0,0,0,0
768,T028,2,9/23/2011,41.986921,-87.689778,38,62,48,55,0.02,29.38,30.05,4.1,36,6.4,46,540,1748,57,57,51,51,71.61961725473621,3,0,0,0,1,0,0,0,0
769,T028,2,9/24/2007,41.986921,-87.689778,39,91,71,81,0.0,29.34,29.98,10.0,19,10.5,62,541,1746,63,75,55,67,52.50833622360448,18,0,1,1,1,0,0,0,0
770,T028,2,9/25/2009,41.986921,-87.689778,38,70,60,65,0.02,29.44,30.11,5.4,11,6.3,57,542,1744,62,62,53,56,75.31445549860848,2,0,0,0,1,0,0,0,0
771,T028,2,9/30/2011,41.986921,-87.689778,39,58,47,53,0.17,29.37,30.0,15.4,34,16.3,42,547,1735,53,50,44,44,66.13832421692287,1,0,0,0,1,0,0,0,0
772,T028,2,9/4/2007,41.986921,-87.689778,36,90,67,79,0.0,29.34,29.99,2.2,24,5.0,59,520,1822,78,79,71,67,50.39386827036606,6,2,0,1,1,0,0,0,0
773,T030,2,10/4/2007,41.899229999999996,-87.716788,40,83,56,70,0.0,29.39,30.03,4.6,17,5.9,56,552,1729,77,73,68,62,61.1421746910109,6,0,0,1,1,0,0,0,0
774,T030,2,5/28/2009,41.899229999999996,-87.716788,21,64,55,60,0.0,29.11,29.75,6.8,29,8.3,51,421,1916,62,62,50,55,72.137331284171,5,0,0,0,1,0,0,0,0
775,T030,2,6/12/2009,41.899229999999996,-87.716788,23,72,50,61,0.0,29.3,29.95,5.0,6,6.7,49,416,1927,64,61,54,54,64.63310849589597,9,0,1,1,1,0,0,0,0
776,T030,2,6/14/2013,41.899229999999996,-87.716788,23,76,57,67,0.0,29.4,30.04,6.0,5,7.8,50,416,1928,74,69,61,58,54.3838618372742,1,0,0,0,1,0,0,0,0
777,T030,2,6/19/2009,41.899229999999996,-87.716788,24,88,66,77,0.87,29.03,29.68,6.3,18,10.5,68,416,1930,79,78,69,68,73.8025121880607,21,0,1,0,0,0,0,0,0
778,T030,2,6/2/2009,41.899229999999996,-87.716788,22,61,50,56,0.06,29.42,30.07,8.3,3,9.2,47,419,1920,56,54,47,47,71.72422019136161,3,0,0,1,1,0,0,0,0
779,T030,2,6/21/2013,41.899229999999996,-87.716788,24,85,70,78,0.11,29.39,30.04,7.6,19,9.6,63,416,1930,77,77,68,70,60.01107855818599,58,0,1,0,0,0,0,0,0
780,T030,2,6/26/2009,41.899229999999996,-87.716788,25,86,72,79,0.0,29.2,29.83,6.4,4,8.0,61,418,1931,76,79,66,67,54.11135105682001,1,0,0,0,1,0,0,0,0
781,T030,2,6/27/2013,41.899229999999996,-87.716788,25,91,66,79,0.59,29.08,29.71,6.1,29,6.8,65,418,1931,70,76,64,67,62.2760878775776,3,0,1,0,0,0,0,0,0
782,T030,2,6/29/2007,41.899229999999996,-87.716788,26,71,56,64,0.0,29.47,30.11,7.4,2,8.2,56,419,1931,67,67,56,56,75.22266484350234,2,0,1,0,1,0,0,0,0
783,T030,2,6/5/2009,41.899229999999996,-87.716788,22,80,47,64,0.0,29.23,29.91,6.3,25,7.2,43,417,1923,64,61,52,51,46.34538974472218,4,0,1,0,1,0,0,0,0
784,T030,2,6/7/2013,41.899229999999996,-87.716788,22,68,54,61,0.0,29.26,29.92,8.8,2,9.2,44,417,1924,68,62,55,50,53.51689345100418,10,0,1,0,0,0,0,0,0
785,T030,2,7/10/2009,41.899229999999996,-87.716788,27,84,67,76,0.12,29.41,30.04,3.6,21,4.6,65,425,1929,72,76,63,67,68.76831510279386,17,0,1,0,1,0,0,0,0
786,T030,2,7/11/2007,41.899229999999996,-87.716788,28,77,63,70,0.0,29.28,29.92,9.1,30,11.2,51,426,1928,70,70,61,61,50.916423485910975,15,0,1,1,1,0,0,0,0
787,T030,2,7/11/2011,41.899229999999996,-87.716788,28,90,70,80,0.13,29.18,29.81,5.3,24,8.0,70,426,1928,74,80,66,70,71.6029668387688,12,0,1,0,1,0,0,0,0
788,T030,2,7/12/2013,41.899229999999996,-87.716788,27,82,60,71,0.0,29.44,30.09,4.1,8,5.4,54,427,1928,80,73,71,62,54.95084226417701,41,0,1,0,1,0,0,0,0
789,T030,2,7/15/2011,41.899229999999996,-87.716788,28,86,71,79,0.0,29.33,29.96,6.2,10,6.8,60,429,1926,82,80,74,71,52.22353196842017,6,0,1,0,1,0,0,0,0
790,T030,2,7/17/2009,41.899229999999996,-87.716788,28,70,58,64,0.0,29.21,29.86,10.1,29,10.4,52,431,1925,66,65,58,58,64.99819801604751,7,0,1,0,1,0,0,0,0
791,T030,2,7/18/2007,41.899229999999996,-87.716788,29,85,69,77,0.92,29.18,29.83,10.3,24,10.6,69,432,1924,68,73,62,63,76.37954483234944,18,0,1,1,1,0,0,0,0
792,T030,2,7/19/2013,41.899229999999996,-87.716788,28,97,75,86,0.0,29.17,29.82,13.4,24,13.9,69,433,1923,80,80,72,72,57.000683314065704,477,1,1,0,1,0,0,0,0
793,T030,2,7/2/2007,41.899229999999996,-87.716788,27,77,58,68,0.0,29.55,30.21,7.4,12,8.5,50,420,1931,76,72,67,60,52.54132558106588,5,0,1,0,1,0,0,0,0
794,T030,2,7/24/2009,41.899229999999996,-87.716788,29,83,62,73,0.19,29.14,29.82,8.7,23,9.6,60,437,1919,74,74,64,66,63.75884189409329,3,0,0,0,1,0,0,0,0
795,T030,2,7/25/2011,41.899229999999996,-87.716788,30,90,73,82,0.01,29.25,29.89,2.1,35,6.1,67,438,1918,80,79,72,72,60.52200223913138,4,0,1,1,1,0,0,0,0
796,T030,2,7/25/2013,41.899229999999996,-87.716788,29,81,58,70,0.0,29.39,30.05,2.7,23,3.9,52,438,1918,63,70,57,62,52.83156593782089,37,0,1,0,1,0,0,0,0
797,T030,2,7/27/2007,41.899229999999996,-87.716788,30,83,70,77,0.04,29.16,29.8,1.2,36,8.1,67,440,1917,76,75,66,70,71.30206812410943,24,0,1,0,1,0,0,0,0
798,T030,2,7/29/2011,41.899229999999996,-87.716788,30,86,74,80,0.36,29.34,29.96,3.5,4,5.6,69,442,1915,80,80,73,68,69.19708443215043,1,0,1,0,0,0,0,0,0
799,T030,2,7/31/2009,41.899229999999996,-87.716788,30,82,62,72,0.0,29.29,29.92,5.9,27,6.7,55,444,1913,69,69,62,62,55.091227971046706,2,0,0,0,1,0,0,0,0
800,T030,2,7/6/2009,41.899229999999996,-87.716788,27,85,63,74,0.0,29.2,29.84,4.2,30,5.5,54,423,1930,69,71,62,63,49.659407487470894,4,0,0,0,1,0,0,0,0
801,T030,2,7/8/2013,41.899229999999996,-87.716788,27,87,71,79,0.84,29.31,29.95,10.0,22,10.5,70,424,1929,77,79,66,73,73.98921543414879,120,0,1,0,1,0,0,0,0
802,T030,2,8/1/2007,41.899229999999996,-87.716788,31,91,69,80,0.0,29.34,29.98,2.1,13,3.7,63,445,1911,80,81,69,70,56.19500657655519,14,0,1,1,1,0,0,0,0
803,T030,2,8/1/2013,41.899229999999996,-87.716788,30,82,61,72,0.0,29.29,29.95,6.2,29,7.1,54,445,1911,73,73,62,62,53.11966776632261,62,1,1,0,1,0,0,0,0
804,T030,2,8/12/2011,41.899229999999996,-87.716788,32,82,65,74,0.0,29.28,29.93,8.2,19,8.4,57,456,1858,70,74,62,65,55.370380068334434,2,0,1,0,0,1,0,0,0
805,T030,2,8/15/2007,41.899229999999996,-87.716788,33,81,72,77,0.83,29.23,29.87,4.9,6,7.1,69,459,1854,71,72,65,67,76.37954483234944,11,0,0,1,1,0,0,0,0
806,T030,2,8/15/2013,41.899229999999996,-87.716788,32,74,57,66,0.0,29.47,30.13,4.5,22,5.0,50,459,1854,70,69,58,57,56.29924377769591,166,1,1,1,1,0,0,0,0
807,T030,2,8/19/2011,41.899229999999996,-87.716788,33,86,67,77,0.0,29.23,29.87,4.7,13,5.8,62,503,1848,73,74,66,67,59.88201402804045,11,0,1,0,1,1,0,0,0
808,T030,2,8/21/2007,41.899229999999996,-87.716788,34,85,69,77,0.01,29.26,29.89,3.5,17,6.0,70,505,1845,78,80,69,69,79.0351509846267,5,0,0,1,1,0,0,0,0
809,T030,2,8/22/2013,41.899229999999996,-87.716788,33,78,67,73,0.36,29.42,30.05,2.5,24,7.0,66,506,1843,73,73,64,64,78.72123950619469,83,1,1,1,1,0,0,0,0
810,T030,2,8/24/2007,41.899229999999996,-87.716788,34,81,69,75,0.2,29.16,29.81,5.5,25,7.3,67,509,1840,71,72,63,65,76.20658896526173,11,0,0,1,1,0,0,0,0
811,T030,2,8/26/2011,41.899229999999996,-87.716788,34,83,61,72,0.0,29.32,29.97,1.2,20,3.4,58,511,1837,70,73,61,64,61.397964442270506,1,0,0,0,1,0,0,0,0
812,T030,2,8/29/2013,41.899229999999996,-87.716788,34,87,69,78,0.0,29.36,30.0,4.2,10,4.6,65,514,1832,76,82,69,69,64.3602354171191,47,0,0,1,0,0,0,0,0
813,T030,2,8/5/2011,41.899229999999996,-87.716788,31,84,70,77,0.0,29.26,29.91,5.2,7,6.0,68,449,1907,77,79,70,72,73.8025121880607,20,0,1,0,1,0,0,0,0
814,T030,2,8/7/2007,41.899229999999996,-87.716788,32,92,73,83,0.06,29.11,29.74,6.3,24,8.8,73,451,1904,80,81,73,73,71.89951546063524,1,0,0,0,1,0,0,0,0
815,T030,2,8/7/2009,41.899229999999996,-87.716788,31,74,67,71,0.23,29.41,30.08,6.4,15,7.2,59,451,1904,79,79,70,68,65.83068248854447,1,0,1,0,0,0,0,0,0
816,T030,2,8/8/2013,41.899229999999996,-87.716788,31,79,69,74,0.0,29.33,29.96,10.5,5,10.8,55,452,1903,73,73,63,62,51.50253858578976,83,1,1,1,1,0,0,0,0
817,T030,2,9/1/2011,41.899229999999996,-87.716788,35,94,74,84,0.0,29.26,29.89,5.8,21,6.3,70,517,1827,79,84,71,76,62.887328235813854,12,0,1,0,1,0,0,0,0
818,T030,2,9/12/2007,41.899229999999996,-87.716788,37,66,46,56,0.0,29.46,30.11,1.9,5,6.0,43,528,1809,56,64,46,50,61.61093846002645,14,0,0,1,0,0,0,0,0
819,T030,2,9/12/2011,41.899229999999996,-87.716788,37,86,64,75,0.0,29.24,29.9,9.2,23,9.3,59,528,1809,54,67,48,58,57.533389096468824,22,0,1,1,1,0,0,0,0
820,T030,2,9/12/2013,41.899229999999996,-87.716788,36,83,63,73,0.06,29.34,29.97,6.8,34,9.8,58,528,1809,60,61,54,54,59.36035569550202,45,0,0,1,0,0,0,0,0
821,T030,2,9/14/2009,41.899229999999996,-87.716788,37,84,59,72,0.0,29.4,30.05,1.1,13,2.7,56,530,1805,67,73,59,63,57.126939972459,1,0,0,0,1,0,0,0,0
822,T030,2,9/16/2011,41.899229999999996,-87.716788,37,59,48,54,0.0,29.65,30.33,2.6,13,3.7,38,532,1760,61,59,54,50,54.58319207123542,26,0,1,1,1,0,0,0,1
823,T030,2,9/17/2009,41.899229999999996,-87.716788,37,71,54,63,0.0,29.51,30.17,4.5,8,5.4,51,533,1758,65,65,54,52,64.87706300814675,1,0,1,0,0,0,0,0,0
824,T030,2,9/18/2007,41.899229999999996,-87.716788,38,89,66,78,0.0,29.41,30.05,12.5,19,12.8,57,535,1756,76,76,65,66,48.47256086202582,10,0,0,0,1,0,0,0,0
825,T030,2,9/19/2013,41.899229999999996,-87.716788,37,84,70,77,0.0,29.21,29.87,7.8,16,10.0,66,536,1755,60,68,52,59,68.8762683364799,36,1,1,1,1,0,0,0,0
826,T030,2,9/24/2007,41.899229999999996,-87.716788,39,91,71,81,0.0,29.34,29.98,10.0,19,10.5,62,541,1746,63,75,55,67,52.50833622360448,17,0,0,1,1,0,0,0,0
827,T030,2,9/25/2009,41.899229999999996,-87.716788,38,70,60,65,0.02,29.44,30.11,5.4,11,6.3,57,542,1744,62,62,53,56,75.31445549860848,2,0,0,0,1,0,0,0,0
828,T030,2,9/26/2013,41.899229999999996,-87.716788,38,75,55,65,0.0,29.4,30.04,4.1,9,4.6,52,543,1742,69,67,55,55,62.76833126674746,17,0,0,0,1,0,0,0,0
829,T030,2,9/30/2011,41.899229999999996,-87.716788,39,58,47,53,0.17,29.37,30.0,15.4,34,16.3,42,547,1735,53,50,44,44,66.13832421692287,1,0,0,0,1,0,0,0,0
830,T030,2,9/4/2007,41.899229999999996,-87.716788,36,90,67,79,0.0,29.34,29.99,2.2,24,5.0,59,520,1822,78,79,71,67,50.39386827036606,95,0,0,1,1,0,0,0,0
831,T030,2,9/6/2013,41.899229999999996,-87.716788,35,85,62,74,0.0,29.44,30.11,4.3,17,6.0,55,522,1819,77,77,68,65,51.50253858578976,69,1,0,1,1,0,0,0,0
832,T031,2,10/1/2009,41.801497999999995,-87.763416,39,59,44,52,0.59,29.18,29.9,8.8,13,8.7,46,548,1734,52,52,47,47,79.93203780980954,2,0,1,0,1,0,0,0,0
833,T031,2,10/4/2007,41.801497999999995,-87.763416,40,83,56,70,0.0,29.39,30.03,4.6,17,5.9,56,552,1729,77,73,68,62,61.1421746910109,20,0,0,1,1,1,0,0,0
834,T031,2,5/28/2009,41.801497999999995,-87.763416,21,64,55,60,0.0,29.11,29.75,6.8,29,8.3,51,421,1916,62,62,50,55,72.137331284171,28,0,1,0,1,0,0,0,0
835,T031,2,6/10/2011,41.801497999999995,-87.763416,23,71,51,61,0.44,29.26,29.92,6.1,1,7.5,56,416,1926,59,59,52,52,83.60281986999829,16,0,1,0,1,1,0,0,0
